"店铺","账号","视频标题","视频链接","发布时间","时长秒","播放量","点赞数","评论数","分享数","收藏数","互动率"
"ETCYY-US","etcyy.wear","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAASYmu1XGMcfs93-fOI77Urb73o1YDOmpOcA7fNZSv0jajFPiuSKiyyFHWc3bWvP-g/video/7681972310294695181","2026-09-05T18:26:00+08:00","15","283","1","0","0","0","0.0035335689045936395"
"ETCYY-US","etcyy.wear","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAASYmu1XGMcfs93-fOI77Urb73o1YDOmpOcA7fNZSv0jajFPiuSKiyyFHWc3bWvP-g/video/7681619003156008205","2026-09-04T20:34:00+08:00","15","283","0","0","0","0","0"
"ETCYY-US","etcyy.lookbook","#LayeredLookShirt #WomensFashionTop #StripedPatchworkBlouse #OutfitIn...","https://www.tiktok.com/@MS4wLjABAAAAB7ADPXI4N-HH1kKQPqRQpjW4QtjQqIyrM58InkyoFYDSQvaMkewMEw7yVlkLy41g/video/7679000944650030367","2026-08-28T19:15:00+08:00","15","283","0","0","0","0","0"
"ETCYY-US","etcyy.glam","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAI95MRpE0J2k31jCljJSn-F0-knBxN1H-2B629ifUTuROBthPTMhoEBgJdtPsHfIL/video/7680840241388866846","2026-09-02T15:43:17+08:00","15","282","0","0","0","0","0"
"ETCYY-US","etcyy.style","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAQ3FFLKyG0bIqEGSl9sECwwUSBa9ardtZjxuurrr8cU1J7aq2bG_vJhHFQ5YOavmm/video/7680865039674281230","2026-09-02T18:49:00+08:00","15","278","2","0","0","0","0.007194244604316547"
"ETCYY-US","etcyyfashion.us","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAp926TyS2DAQENQPGFLeFUMmbKXdhwNitFIkicm5Aw5Ep27vC7G5qDsoD_An3R6JY/video/7680879505124199693","2026-09-02T18:15:33+08:00","15","278","0","0","0","0","0"
"ETCYY-US","etcyy.outfits","#sohochic#ootd#UniqueDesignShirt #WomensFashionBlouse#NavyBlueLayered...","https://www.tiktok.com/@MS4wLjABAAAAoQFJPQPYC22qIvVGvvvRC0g_My8pz54doaZlHyyB-tRzCgol_WB2xUmnrUdaPRmI/video/7680458824926498079","2026-09-01T21:32:00+08:00","15","277","0","0","0","0","0"
"ETCYY-US","etcyy.lookbook","#ootd #tiktokshop #denimfashion #streetwearstyle","https://www.tiktok.com/@MS4wLjABAAAAB7ADPXI4N-HH1kKQPqRQpjW4QtjQqIyrM58InkyoFYDSQvaMkewMEw7yVlkLy41g/video/7682721418676669726","2026-09-07T17:24:08+08:00","15","277","0","0","0","0","0"
"ETCYY","etcyy.girl","2-in-1 denim cuffs sweater#Sweater #Pullover #Preppy #tiktokshopbackt...","https://www.tiktok.com/@MS4wLjABAAAAED6sbt0gYEWU6akMi_DNMrZdwnMl5vHKWozKnOQrev5G2fpWaWyKhzy9WYwG3Yi2/video/7681225013151796494","2026-09-03T16:36:22+08:00","15","276","1","0","0","0","0.0036231884057971015"
"ETCYY-US","etcyy.dressup","#sohochic#ootd#UniqueDesignShirt #WomensFashionBlouse#NavyBlueLayered...","https://www.tiktok.com/@MS4wLjABAAAAslEi_1sYHkbThsHqrWa75z0z-JZSMtjOhC5Sm0sHW62rv4fEXEi-Zf6ZBJU-cw7E/video/7680460159025499405","2026-09-01T22:38:00+08:00","15","274","0","0","0","0","0"
"ETCYY-US","etcyyfashion.us","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAp926TyS2DAQENQPGFLeFUMmbKXdhwNitFIkicm5Aw5Ep27vC7G5qDsoD_An3R6JY/video/7681229535223778574","2026-09-03T17:27:00+08:00","15","274","0","0","0","0","0"
"ETCYY-US","etcyy.dressup","#ootd#UniqueDesignShirt #WomensFashionBlouse#NavyBlueLayeredBlouse","https://www.tiktok.com/@MS4wLjABAAAAslEi_1sYHkbThsHqrWa75z0z-JZSMtjOhC5Sm0sHW62rv4fEXEi-Zf6ZBJU-cw7E/video/7679395694242843934","2026-08-29T19:48:00+08:00","15","272","0","0","0","1","0"
"ETCYY-US","etcyy.style.us","#tiktok #tiktokshop ","https://www.tiktok.com/@MS4wLjABAAAAyvCdZacPbOoMqVoNHx1jnTFM61na9G5Hmne_0LuLgNtdyQEUZoM7QHng8OcMCeDe/video/7679035154060299551","2026-08-28T18:58:58+08:00","15","272","0","0","0","0","0"
"ETCYY-US","etcyy.lookbook","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAB7ADPXI4N-HH1kKQPqRQpjW4QtjQqIyrM58InkyoFYDSQvaMkewMEw7yVlkLy41g/video/7681247075157183775","2026-09-03T18:01:55+08:00","15","269","0","0","0","0","0"
"ETCYY-US","etcyy.wear","#ootd#WomensOfficeBlouse #StripedKnitTop #WorkWearForWomen ","https://www.tiktok.com/@MS4wLjABAAAASYmu1XGMcfs93-fOI77Urb73o1YDOmpOcA7fNZSv0jajFPiuSKiyyFHWc3bWvP-g/video/7679025325887491342","2026-08-28T18:21:12+08:00","15","268","1","0","0","0","0.0037313432835820895"
"ETCYY-US","etcyy.outfits","#ootd#UniqueDesignShirt #WomensFashionBlouse#NavyBlueLayeredBlouse","https://www.tiktok.com/@MS4wLjABAAAAoQFJPQPYC22qIvVGvvvRC0g_My8pz54doaZlHyyB-tRzCgol_WB2xUmnrUdaPRmI/video/7679394133718387998","2026-08-29T18:12:25+08:00","15","267","1","0","0","0","0.003745318352059925"
"ETCYY-US","etcyy.vibes","#ootd#ButtonDetailBlouse #WomensFashionBlouse#UniqueDesignShirt","https://www.tiktok.com/@MS4wLjABAAAAXhiLJGfuFXjsz8jJC7Xaebg4LFMP8HA-uFYWXldxI_udMGjoWd4xhdhbupkeG_5d/video/7679391452325072159","2026-08-29T18:43:00+08:00","15","266","2","0","0","0","0.007518796992481203"
"ETCYY-US","etcyy.vibes","#ootd#ButtonDetailBlouse #WomensFashionBlouse#UniqueDesignShirt","https://www.tiktok.com/@MS4wLjABAAAAXhiLJGfuFXjsz8jJC7Xaebg4LFMP8HA-uFYWXldxI_udMGjoWd4xhdhbupkeG_5d/video/7679391736820403486","2026-08-29T18:02:57+08:00","15","266","0","0","0","0","0"
"ETCYY-US","etcyy.daily","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAIn9Zn1XR3yoPHf7kI7b0dNMyczGiKiCXWt5uQC6k58sBwWdTeJeAX0uzcfrXFpcE/video/7680866072957947167","2026-09-02T19:53:00+08:00","15","262","1","0","0","1","0.003816793893129771"
"ETCYY-US","etcyycloset","#ootd #tiktokshop #womensfashion #summeroutfit","https://www.tiktok.com/@MS4wLjABAAAAaCwGq_3D-9xVRayIp3icS8N58NePtV5mre_jyDhWQjswQeXIrKxf3p1Wm-uUCb7V/video/7681615102893673742","2026-09-04T17:50:57+08:00","15","261","1","0","0","1","0.0038314176245210726"
"ETCYY-US","etcyycloset","#RelaxedFitBlouse#BlueWhiteStripeTop#ChicOfficeBlouse #LayeredFashionTop","https://www.tiktok.com/@MS4wLjABAAAAaCwGq_3D-9xVRayIp3icS8N58NePtV5mre_jyDhWQjswQeXIrKxf3p1Wm-uUCb7V/video/7679396739735981325","2026-08-29T18:23:19+08:00","15","261","2","0","0","0","0.007662835249042145"
"ETCYY-US","etcyy.vibes","#ootd#ButtonDetailBlouse #WomensFashionBlouse#UniqueDesignShirt","https://www.tiktok.com/@MS4wLjABAAAAXhiLJGfuFXjsz8jJC7Xaebg4LFMP8HA-uFYWXldxI_udMGjoWd4xhdhbupkeG_5d/video/7679027889588768030","2026-08-28T18:30:46+08:00","15","260","0","0","0","0","0"
"ETCYY-US","etcyy.outfits","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAoQFJPQPYC22qIvVGvvvRC0g_My8pz54doaZlHyyB-tRzCgol_WB2xUmnrUdaPRmI/video/7680842788329622815","2026-09-02T18:22:00+08:00","15","260","0","0","0","0","0"
"ETCYY-US","etcyy.daily","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAIn9Zn1XR3yoPHf7kI7b0dNMyczGiKiCXWt5uQC6k58sBwWdTeJeAX0uzcfrXFpcE/video/7681246047116512542","2026-09-03T20:27:00+08:00","15","260","0","0","0","0","0"
"ETCYY-US","etcyywears","#sohochic#StripedLayeredBlouse #WomensKnitShirt #SmartCasualOutfit #N...","https://www.tiktok.com/@MS4wLjABAAAAZ79LMZFS-icRZjdE7C2BragqlZXfRKdeJ1H08NhO17EzAka-g_0oBEmtg9Z4nERS/video/7680460638853877022","2026-09-01T20:39:00+08:00","15","259","0","0","0","0","0"
"ETCYY-US","etcyylooks","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAADN4bHzuz0PCRGRcv7_0WFFbcB8MFIjAUxm-kcIWbHF-MM0aJ3NDRBv8YjN8WLJ5D/video/7681210117513039134","2026-09-03T21:08:00+08:00","15","259","0","0","0","0","0"
"ETCYY-US","etcyyfashion.us","#sohochic#AutumnLeafCamoTop #WomensFallFashion #VintageCamoSweatshirt...","https://www.tiktok.com/@MS4wLjABAAAAp926TyS2DAQENQPGFLeFUMmbKXdhwNitFIkicm5Aw5Ep27vC7G5qDsoD_An3R6JY/video/7680571054326140173","2026-09-01T23:46:00+08:00","15","257","2","0","0","0","0.007782101167315175"
"ETCYY-US","etcyylooks","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAADN4bHzuz0PCRGRcv7_0WFFbcB8MFIjAUxm-kcIWbHF-MM0aJ3NDRBv8YjN8WLJ5D/video/7680858696930446606","2026-09-02T16:54:53+08:00","15","257","0","0","0","0","0"
"ETCYY-US","etcyytrend","#sohochic#ContrastPanelSweater #RibbedKnitTop #LongSleeveWorkShirt #D...","https://www.tiktok.com/@MS4wLjABAAAAprkcshaplh4GRVEjch2qyGQkMpJTwvj34syE0hr48OH6OQLpdV0X2lEQ0RGaSSJI/video/7680456647008865550","2026-09-01T21:25:00+08:00","15","256","1","0","0","0","0.00390625"
"ETCYY-US","etcyy.vibes","#ootd#ButtonDetailBlouse #WomensFashionBlouse#UniqueDesignShirt","https://www.tiktok.com/@MS4wLjABAAAAXhiLJGfuFXjsz8jJC7Xaebg4LFMP8HA-uFYWXldxI_udMGjoWd4xhdhbupkeG_5d/video/7680126379903536414","2026-08-31T20:16:00+08:00","15","255","2","0","0","1","0.00784313725490196"
"ETCYY-US","etcyy.outfits","#ootd#UniqueDesignShirt #WomensFashionBlouse#NavyBlueLayeredBlouse","https://www.tiktok.com/@MS4wLjABAAAAoQFJPQPYC22qIvVGvvvRC0g_My8pz54doaZlHyyB-tRzCgol_WB2xUmnrUdaPRmI/video/7679393869393349918","2026-08-29T20:40:00+08:00","15","254","0","0","0","0","0"
"ETCYY-US","etcyy.lookbook","#LayeredLookShirt #WomensFashionTop #StripedPatchworkBlouse #OutfitIn...","https://www.tiktok.com/@MS4wLjABAAAAB7ADPXI4N-HH1kKQPqRQpjW4QtjQqIyrM58InkyoFYDSQvaMkewMEw7yVlkLy41g/video/7679397451857399071","2026-08-29T18:25:15+08:00","15","254","0","0","0","0","0"
"ETCYY","etfashion.chic","cross-back cutout one-piece#swimwear #bikini #tiktokshopbacktoschool","https://www.tiktok.com/@MS4wLjABAAAAE5ssFIRGpZ7TixzpemcgiI6nSAJdZChEl0f0HlBe1H1O3ecaA6QWaEVDzfgLdcAn/video/7680873654229421325","2026-09-02T17:52:48+08:00","9","253","0","0","0","0","0"
"ETCYY-US","etcyy.dressup","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAslEi_1sYHkbThsHqrWa75z0z-JZSMtjOhC5Sm0sHW62rv4fEXEi-Zf6ZBJU-cw7E/video/7680843324512554271","2026-09-02T17:24:00+08:00","15","251","0","0","0","0","0"
"ETCYY-US","etcyy_chic7","😍#comfyoutfit #ootd #EffortlssChic #fyp ","https://www.tiktok.com/@MS4wLjABAAAAOZlo8VLhFzwQxaJz__FbmqrJNInlS5egBBy6-UlIZAlLyOJpocLBFn8VCUkjTHxW/video/7678512324243705101","2026-08-27T09:09:50+08:00","10","250","0","0","0","0","0"
"ETCYY-US","etcyy.daily","#LayeredLookShirt #WomensFashionTop #StripedPatchworkBlouse #OutfitIn...","https://www.tiktok.com/@MS4wLjABAAAAIn9Zn1XR3yoPHf7kI7b0dNMyczGiKiCXWt5uQC6k58sBwWdTeJeAX0uzcfrXFpcE/video/7679399066836471071","2026-08-29T20:01:00+08:00","15","250","0","0","0","0","0"
"ETCYY-US","etcyy.mode","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAAzWwlO1snm3knv0nLXURI_21KQG9TG5Rl0IsUoNTIiH1nJlP5ORdCNRtOnNp_FBF/video/7680849432924966157","2026-09-02T17:48:00+08:00","15","250","0","0","0","0","0"
"ETCYY-US","etcyy.outfits","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAoQFJPQPYC22qIvVGvvvRC0g_My8pz54doaZlHyyB-tRzCgol_WB2xUmnrUdaPRmI/video/7681244138766945566","2026-09-03T19:20:00+08:00","15","249","0","0","2","0","0.008032128514056224"
"ETCYY-US","etcyy_chic7","best mall find today#sweater #blouse #tiktokshopbacktoschool #fyp","https://www.tiktok.com/@MS4wLjABAAAAOZlo8VLhFzwQxaJz__FbmqrJNInlS5egBBy6-UlIZAlLyOJpocLBFn8VCUkjTHxW/video/7681598331801455885","2026-09-04T16:46:27+08:00","10","247","0","0","0","1","0"
"ETCYY-US","etcyy.glam","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAI95MRpE0J2k31jCljJSn-F0-knBxN1H-2B629ifUTuROBthPTMhoEBgJdtPsHfIL/video/7681237817539874078","2026-09-03T20:07:00+08:00","15","243","0","0","0","0","0"
"ETCYY-US","etcyy.glam","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAI95MRpE0J2k31jCljJSn-F0-knBxN1H-2B629ifUTuROBthPTMhoEBgJdtPsHfIL/video/7681238024306298143","2026-09-03T17:26:46+08:00","15","243","0","0","0","0","0"
"ETCYY-US","etcyy.clothing","striped ruffle trim blouse#shirts #ootd #DealsForYouDays #tiktokshoph...","https://www.tiktok.com/@MS4wLjABAAAAyrl-2vBe_tJH8pTVAnpx0Og_G2XcHCcoICR6Y3ZzRf5A2poh7m03SlFMo4Wr48q9/video/7681208664081894670","2026-09-03T15:34:01+08:00","15","241","1","0","0","0","0.004149377593360996"
"ETCYY-US","etcyy.glam","#WomensQuarterSnapPullover #sohochic#MapleLeafPrintTop #OversizedFall...","https://www.tiktok.com/@MS4wLjABAAAAI95MRpE0J2k31jCljJSn-F0-knBxN1H-2B629ifUTuROBthPTMhoEBgJdtPsHfIL/video/7680587818850127134","2026-09-02T01:05:00+08:00","15","240","0","0","0","1","0"
"ETCYY-US","etcyy.mode","#tiktok #tiktokshop #ootd ","https://www.tiktok.com/@MS4wLjABAAAAAzWwlO1snm3knv0nLXURI_21KQG9TG5Rl0IsUoNTIiH1nJlP5ORdCNRtOnNp_FBF/video/7677977515067034894","2026-08-25T22:34:58+08:00","15","237","0","0","0","0","0"
"ETCYY-US","etcyy.glam","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAI95MRpE0J2k31jCljJSn-F0-knBxN1H-2B629ifUTuROBthPTMhoEBgJdtPsHfIL/video/7681969029795433758","2026-09-05T18:26:00+08:00","15","233","1","0","0","0","0.004291845493562232"
"ETCYY-US","etcyy.wear","#sohochic #CozyWorkWear #WomensLongSleeveTop #BusinessCasualEssential...","https://www.tiktok.com/@MS4wLjABAAAASYmu1XGMcfs93-fOI77Urb73o1YDOmpOcA7fNZSv0jajFPiuSKiyyFHWc3bWvP-g/video/7680468568219110670","2026-09-01T21:09:00+08:00","15","231","0","0","0","0","0"
"ETCYY","etfashion.chic","textured backless monokini#swimwear #SwimsuitKiller #onepieceswimsuit...","https://www.tiktok.com/@MS4wLjABAAAAE5ssFIRGpZ7TixzpemcgiI6nSAJdZChEl0f0HlBe1H1O3ecaA6QWaEVDzfgLdcAn/video/7681599768350575886","2026-09-04T16:52:05+08:00","11","230","0","0","0","0","0"
"ETCYY-US","etcyy.dressup","#ootd #tiktokshop #boutiquefashion #chicstyle","https://www.tiktok.com/@MS4wLjABAAAAslEi_1sYHkbThsHqrWa75z0z-JZSMtjOhC5Sm0sHW62rv4fEXEi-Zf6ZBJU-cw7E/video/7681616096801164557","2026-09-04T20:23:00+08:00","15","229","0","0","0","0","0"
"ETCYY-US","etcyy.style.us","#StripedLayeredBlouse #WomensKnitShirt #SmartCasualOutfit #NavyWorkT","https://www.tiktok.com/@MS4wLjABAAAAyvCdZacPbOoMqVoNHx1jnTFM61na9G5Hmne_0LuLgNtdyQEUZoM7QHng8OcMCeDe/video/7679395994387172638","2026-08-29T18:19:44+08:00","15","228","1","0","0","0","0.0043859649122807015"
"ETCYY-US","etcyy.dressup","#ootd#UniqueDesignShirt #WomensFashionBlouse#NavyBlueLayeredBlouse","https://www.tiktok.com/@MS4wLjABAAAAslEi_1sYHkbThsHqrWa75z0z-JZSMtjOhC5Sm0sHW62rv4fEXEi-Zf6ZBJU-cw7E/video/7680094817161874719","2026-08-31T21:59:00+08:00","15","227","3","0","0","0","0.013215859030837005"
"ETCYY-US","etcyy.style","#sohochic #CozyWorkWear #WomensLongSleeveTop #BusinessCasualEssential...","https://www.tiktok.com/@MS4wLjABAAAAQ3FFLKyG0bIqEGSl9sECwwUSBa9ardtZjxuurrr8cU1J7aq2bG_vJhHFQ5YOavmm/video/7680470617602280717","2026-09-01T21:19:00+08:00","15","224","0","0","0","0","0"
"ETCYY-US","etcyy.trends","#tiktok #tiktokshop #ootd ","https://www.tiktok.com/@MS4wLjABAAAAxjZhhWuHncPj_vKg81t30P0KBSD0vIEjkmVaF2TqCud5QgyDrA1hvlysd3ksAMex/video/7678235260861058318","2026-08-26T15:14:32+08:00","15","223","0","0","0","0","0"
"ETCYY-US","etcyy.trends","#tiktok #tiktokshop #ootd #woman ","https://www.tiktok.com/@MS4wLjABAAAAxjZhhWuHncPj_vKg81t30P0KBSD0vIEjkmVaF2TqCud5QgyDrA1hvlysd3ksAMex/video/7677500374646869261","2026-08-24T18:13:00+08:00","15","220","0","0","0","0","0"
"ETCYY-US","etcyy.shop","sale early #Sweater #Pullover #Preppy #tiktokshopbacktoschool #Denim","https://www.tiktok.com/@MS4wLjABAAAAk77v-F906GlGTkZZ5pEuTXeDeihRllX-eae_barUoG6rv7_TlXAxE563gn3C1XXo/video/7682369485159812382","2026-09-06T18:38:18+08:00","12","219","0","0","0","0","0"
"ETCYY-US","etcyy.style.us","#sohochic#StripedLayeredBlouse #WomensKnitShirt #SmartCasualOutfit #N...","https://www.tiktok.com/@MS4wLjABAAAAyvCdZacPbOoMqVoNHx1jnTFM61na9G5Hmne_0LuLgNtdyQEUZoM7QHng8OcMCeDe/video/7680461250903510302","2026-09-01T21:43:00+08:00","15","218","0","0","0","0","0"
"ETCYY-US","etcyy.glam","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAI95MRpE0J2k31jCljJSn-F0-knBxN1H-2B629ifUTuROBthPTMhoEBgJdtPsHfIL/video/7680840122400607519","2026-09-02T17:24:00+08:00","15","216","0","0","0","0","0"
"ETCYY","etcyychic","tie-back cutout monokini#swimwear #bikini #tiktokshopbacktoschool","https://www.tiktok.com/@MS4wLjABAAAA67cypz92QYqZmYg6fDgoLRPkXFvwonvRMfQTgbnU5iceQDLjyEX97uDleqIj141n/video/7680810789975887135","2026-09-02T13:48:53+08:00","13","216","2","0","0","0","0.009259259259259259"
"ETCYY","etfashion.chic","Comment “sale“，If you want a discount#swimwear #sale #ootd #DealsForY...","https://www.tiktok.com/@MS4wLjABAAAAE5ssFIRGpZ7TixzpemcgiI6nSAJdZChEl0f0HlBe1H1O3ecaA6QWaEVDzfgLdcAn/video/7683469463521365262","2026-09-09T17:45:56+08:00","14","215","0","0","0","0","0"
"ETCYY-US","etcyytrend","#ContrastPanelSweater #RibbedKnitTop #LongSleeveWorkShirt #DesignerLa...","https://www.tiktok.com/@MS4wLjABAAAAprkcshaplh4GRVEjch2qyGQkMpJTwvj34syE0hr48OH6OQLpdV0X2lEQ0RGaSSJI/video/7680103816355679518","2026-08-31T20:36:00+08:00","15","207","2","0","0","0","0.00966183574879227"
"ETCYY-US","etcyylooks","#sohochic#ContrastPanelSweater #RibbedKnitTop #LongSleeveWorkShirt #D...","https://www.tiktok.com/@MS4wLjABAAAADN4bHzuz0PCRGRcv7_0WFFbcB8MFIjAUxm-kcIWbHF-MM0aJ3NDRBv8YjN8WLJ5D/video/7680457752883383565","2026-09-01T22:29:00+08:00","15","204","1","0","0","0","0.004901960784313725"
"ETCYY-US","etcyy.lookbook","#LayeredLookShirt #WomensFashionTop #StripedPatchworkBlouse #OutfitIn...","https://www.tiktok.com/@MS4wLjABAAAAB7ADPXI4N-HH1kKQPqRQpjW4QtjQqIyrM58InkyoFYDSQvaMkewMEw7yVlkLy41g/video/7680123686053023007","2026-08-31T19:53:00+08:00","15","203","0","0","0","0","0"
"ETCYY-US","etcyy.style.us","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAyvCdZacPbOoMqVoNHx1jnTFM61na9G5Hmne_0LuLgNtdyQEUZoM7QHng8OcMCeDe/video/7680894357502823710","2026-09-02T21:42:00+08:00","15","201","0","0","0","0","0"
"ETCYY-US","etcyy.style.us","#sohochic#StripedLayeredBlouse #WomensKnitShirt #SmartCasualOutfit #N...","https://www.tiktok.com/@MS4wLjABAAAAyvCdZacPbOoMqVoNHx1jnTFM61na9G5Hmne_0LuLgNtdyQEUZoM7QHng8OcMCeDe/video/7680461384341146911","2026-09-01T22:43:00+08:00","15","201","0","0","0","0","0"
"ETCYY-US","etcyy.daily","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAIn9Zn1XR3yoPHf7kI7b0dNMyczGiKiCXWt5uQC6k58sBwWdTeJeAX0uzcfrXFpcE/video/7680865987444411679","2026-09-02T18:52:00+08:00","15","200","0","0","0","0","0"
"ETCYY-US","etcyy.wear","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAASYmu1XGMcfs93-fOI77Urb73o1YDOmpOcA7fNZSv0jajFPiuSKiyyFHWc3bWvP-g/video/7680863818465004814","2026-09-02T17:14:47+08:00","15","200","0","0","0","0","0"
"ETCYY","etfashion.chic","tie-back cutout monokini#swimwear #bikini #tiktokshopbacktoschool","https://www.tiktok.com/@MS4wLjABAAAAE5ssFIRGpZ7TixzpemcgiI6nSAJdZChEl0f0HlBe1H1O3ecaA6QWaEVDzfgLdcAn/video/7680853159132073230","2026-09-02T16:33:20+08:00","11","195","0","0","0","0","0"
"ETCYY","etcyychic","inal summer price cuts just hit the store#swimwear #bikini #ootd #sum...","https://www.tiktok.com/@MS4wLjABAAAA67cypz92QYqZmYg6fDgoLRPkXFvwonvRMfQTgbnU5iceQDLjyEX97uDleqIj141n/video/7679726547443453215","2026-08-30T15:41:52+08:00","9","195","0","0","0","0","0"
"ETCYY-US","etcyy.lookbook","#LayeredLookShirt #WomensFashionTop #StripedPatchworkBlouse #OutfitIn...","https://www.tiktok.com/@MS4wLjABAAAAB7ADPXI4N-HH1kKQPqRQpjW4QtjQqIyrM58InkyoFYDSQvaMkewMEw7yVlkLy41g/video/7680123589898587423","2026-08-31T18:52:00+08:00","15","194","1","0","0","0","0.005154639175257732"
"ETCYY","etcyy.girl","denim patchwork polo knit#Sweater #Pullover #Preppy #tiktokshopbackto...","https://www.tiktok.com/@MS4wLjABAAAAED6sbt0gYEWU6akMi_DNMrZdwnMl5vHKWozKnOQrev5G2fpWaWyKhzy9WYwG3Yi2/video/7681209635411332365","2026-09-03T15:37:20+08:00","15","193","0","0","0","0","0"
"ETCYY","etfashion.chic","cross-strap backless swimsuit#swimwear #SwimsuitKiller #onepieceswims...","https://www.tiktok.com/@MS4wLjABAAAAE5ssFIRGpZ7TixzpemcgiI6nSAJdZChEl0f0HlBe1H1O3ecaA6QWaEVDzfgLdcAn/video/7681986045147188493","2026-09-05T17:50:34+08:00","15","192","0","0","0","0","0"
"ETCYY-US","etcyy_chic7","Last day 🤩#comfyoutfit #ootd #EffortlssChic #fyp ","https://www.tiktok.com/@MS4wLjABAAAAOZlo8VLhFzwQxaJz__FbmqrJNInlS5egBBy6-UlIZAlLyOJpocLBFn8VCUkjTHxW/video/7678885244010843406","2026-08-28T09:16:44+08:00","15","190","1","0","0","0","0.005263157894736842"
"ETCYY-US","etcyy.style","#sohochic #CozyWorkWear #WomensLongSleeveTop #BusinessCasualEssential...","https://www.tiktok.com/@MS4wLjABAAAAQ3FFLKyG0bIqEGSl9sECwwUSBa9ardtZjxuurrr8cU1J7aq2bG_vJhHFQ5YOavmm/video/7680470939624017165","2026-09-01T22:20:00+08:00","15","189","0","0","0","0","0"
"ETCYY","etcyychic","Comment “sale“，If you want a discount#swimwear #bikini #ootd #fyp","https://www.tiktok.com/@MS4wLjABAAAA67cypz92QYqZmYg6fDgoLRPkXFvwonvRMfQTgbnU5iceQDLjyEX97uDleqIj141n/video/7682695108361260319","2026-09-07T15:41:31+08:00","14","187","0","0","0","0","0"
"ETCYY","etcyychic","final summer clearance#swimwear #SwimsuitKiller #onepieceswimsuit #mo...","https://www.tiktok.com/@MS4wLjABAAAA67cypz92QYqZmYg6fDgoLRPkXFvwonvRMfQTgbnU5iceQDLjyEX97uDleqIj141n/video/7681597763548663070","2026-09-04T16:43:41+08:00","12","186","0","0","0","0","0"
"ETCYY-US","etcyylooks","#sohochic#ContrastPanelSweater #RibbedKnitTop #LongSleeveWorkShirt #D...","https://www.tiktok.com/@MS4wLjABAAAADN4bHzuz0PCRGRcv7_0WFFbcB8MFIjAUxm-kcIWbHF-MM0aJ3NDRBv8YjN8WLJ5D/video/7680457181329771789","2026-09-01T21:27:00+08:00","15","185","3","0","0","0","0.016216216216216217"
"ETCYY-US","etcyy.clothing","officially my holy grail dress for work & events ☁️✨#dress #ootd #tik...","https://www.tiktok.com/@MS4wLjABAAAAyrl-2vBe_tJH8pTVAnpx0Og_G2XcHCcoICR6Y3ZzRf5A2poh7m03SlFMo4Wr48q9/video/7679770388531907854","2026-08-30T18:32:33+08:00","15","183","0","0","0","0","0"
"ETCYY-US","etcyy.glam","#ootd#ButtonDetailBlouse #WomensFashionBlouse#UniqueDesignShirt","https://www.tiktok.com/@MS4wLjABAAAAI95MRpE0J2k31jCljJSn-F0-knBxN1H-2B629ifUTuROBthPTMhoEBgJdtPsHfIL/video/7679390062622018846","2026-08-29T18:31:00+08:00","15","183","1","0","0","0","0.00546448087431694"
"ETCYY","etcyy.girl","denim collar ribbed cuff jumper#Pullover #comfyoutfit #Y2K #tiktoksho...","https://www.tiktok.com/@MS4wLjABAAAAED6sbt0gYEWU6akMi_DNMrZdwnMl5vHKWozKnOQrev5G2fpWaWyKhzy9WYwG3Yi2/video/7680856078233373965","2026-09-02T16:44:41+08:00","9","183","1","0","0","0","0.00546448087431694"
