"店铺","账号","视频标题","视频链接","发布时间","时长秒","播放量","点赞数","评论数","分享数","收藏数","互动率"
"ETCYY-US","etcyytrend","TikTok video #7678223817923104014","https://www.tiktok.com/@MS4wLjABAAAAprkcshaplh4GRVEjch2qyGQkMpJTwvj34syE0hr48OH6OQLpdV0X2lEQ0RGaSSJI/video/7678223817923104014","2026-08-26T14:30:06+08:00","11","182","1","0","0","0","0.005494505494505495"
"ETCYY-US","etcyy.trends","#tiktok #tiktokshop #ootd ","https://www.tiktok.com/@MS4wLjABAAAAxjZhhWuHncPj_vKg81t30P0KBSD0vIEjkmVaF2TqCud5QgyDrA1hvlysd3ksAMex/video/7678234378148826382","2026-08-26T16:40:00+08:00","15","180","0","0","0","0","0"
"ETCYY-US","etcyywears","#sohochic#StripedLayeredBlouse #WomensKnitShirt #SmartCasualOutfit #N...","https://www.tiktok.com/@MS4wLjABAAAAZ79LMZFS-icRZjdE7C2BragqlZXfRKdeJ1H08NhO17EzAka-g_0oBEmtg9Z4nERS/video/7680460868819176734","2026-09-01T22:41:00+08:00","15","177","0","0","0","0","0"
"ETCYY-US","etcyy.vibes","#WomensQuarterSnapPullover #sohochic#MapleLeafPrintTop #OversizedFall...","https://www.tiktok.com/@MS4wLjABAAAAXhiLJGfuFXjsz8jJC7Xaebg4LFMP8HA-uFYWXldxI_udMGjoWd4xhdhbupkeG_5d/video/7680585499857276190","2026-09-02T00:56:00+08:00","15","170","0","0","0","0","0"
"ETCYY-US","etcyyus","this pink stripe moment is giving pure picnic perfection 🌸#maxidress ...","https://www.tiktok.com/@MS4wLjABAAAAyS0K7XiI6U2qU30yfAAxxzCeJhmkiy9nNrpamMAoKTZA6z_yoqAbUo4uI9Zh9AzN/video/7678657267792710943","2026-08-27T18:32:37+08:00","15","169","1","0","0","0","0.005917159763313609"
"ETCYY-US","etcyywears","#sohochic#StripedLayeredBlouse #WomensKnitShirt #SmartCasualOutfit #N...","https://www.tiktok.com/@MS4wLjABAAAAZ79LMZFS-icRZjdE7C2BragqlZXfRKdeJ1H08NhO17EzAka-g_0oBEmtg9Z4nERS/video/7680460664413981982","2026-09-01T21:40:00+08:00","15","167","0","0","0","0","0"
"ETCYY-US","etcyy.wear","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAASYmu1XGMcfs93-fOI77Urb73o1YDOmpOcA7fNZSv0jajFPiuSKiyyFHWc3bWvP-g/video/7680863671832038669","2026-09-02T19:43:00+08:00","15","166","3","0","0","0","0.018072289156626505"
"ETCYY-US","etcyy.style","#WorkFromHomeBlouse #CozyWorkWear #WomensLongSleeveTop #BusinessCasua...","https://www.tiktok.com/@MS4wLjABAAAAQ3FFLKyG0bIqEGSl9sECwwUSBa9ardtZjxuurrr8cU1J7aq2bG_vJhHFQ5YOavmm/video/7679393152863620366","2026-08-29T19:38:00+08:00","15","165","0","0","0","0","0"
"ETCYY-US","etcyytrend","#sohochic#ContrastPanelSweater #RibbedKnitTop #LongSleeveWorkShirt #D...","https://www.tiktok.com/@MS4wLjABAAAAprkcshaplh4GRVEjch2qyGQkMpJTwvj34syE0hr48OH6OQLpdV0X2lEQ0RGaSSJI/video/7680457002400681229","2026-09-01T22:25:00+08:00","15","164","0","0","0","0","0"
"ETCYY-US","etcyy.outfits","#tiktok #tiktokshop #ootd ","https://www.tiktok.com/@MS4wLjABAAAAoQFJPQPYC22qIvVGvvvRC0g_My8pz54doaZlHyyB-tRzCgol_WB2xUmnrUdaPRmI/video/7678223163221757215","2026-08-26T17:57:00+08:00","15","163","0","0","0","0","0"
"ETCYY-US","wardrobepicked","[GUNEST] Women's SummerSmocked Midi Dress-V-neck#summerfinds #tiktoks...","https://www.tiktok.com/@MS4wLjABAAAA-KhelFlYiQz8vPYpnvp-W4flOK_khCxv3qHvtIHVSb7eH_s2sSz3h2HyLbrplwEw/video/7681608414694362399","2026-09-04T17:25:10+08:00","13","160","1","0","0","0","0.00625"
"ETCYY-US","etcyy.lookbook","#sohochic#StandCollarHalfSnapSweatshirt #MapleCamouflagePullover #Wom...","https://www.tiktok.com/@MS4wLjABAAAAB7ADPXI4N-HH1kKQPqRQpjW4QtjQqIyrM58InkyoFYDSQvaMkewMEw7yVlkLy41g/video/7680589799585074463","2026-09-02T00:59:00+08:00","15","158","1","0","0","0","0.006329113924050633"
"ETCYY-US","etcyy.dressup","#ootd#UniqueDesignShirt #WomensFashionBlouse#NavyBlueLayeredBlouse","https://www.tiktok.com/@MS4wLjABAAAAslEi_1sYHkbThsHqrWa75z0z-JZSMtjOhC5Sm0sHW62rv4fEXEi-Zf6ZBJU-cw7E/video/7678643353432476942","2026-08-27T19:09:00+08:00","15","156","0","0","0","0","0"
"ETCYY-US","etcyy.style","#sohochic #CozyWorkWear #WomensLongSleeveTop #BusinessCasualEssential...","https://www.tiktok.com/@MS4wLjABAAAAQ3FFLKyG0bIqEGSl9sECwwUSBa9ardtZjxuurrr8cU1J7aq2bG_vJhHFQ5YOavmm/video/7680470189070224654","2026-09-01T20:17:00+08:00","15","155","0","0","0","0","0"
"ETCYY-US","etcyy.wear","#ootd#WomensOfficeBlouse #StripedKnitTop #WorkWearForWomen ","https://www.tiktok.com/@MS4wLjABAAAASYmu1XGMcfs93-fOI77Urb73o1YDOmpOcA7fNZSv0jajFPiuSKiyyFHWc3bWvP-g/video/7679024945711631629","2026-08-28T19:49:00+08:00","15","155","0","0","0","0","0"
"ETCYY-US","etcyycloset","#RelaxedFitBlouse#BlueWhiteStripeTop#ChicOfficeBlouse #LayeredFashionTop","https://www.tiktok.com/@MS4wLjABAAAAaCwGq_3D-9xVRayIp3icS8N58NePtV5mre_jyDhWQjswQeXIrKxf3p1Wm-uUCb7V/video/7680122408942046477","2026-08-31T18:48:00+08:00","15","152","0","0","0","0","0"
"ETCYY-US","etcyy.vibes","#WomensQuarterSnapPullover #sohochic#MapleLeafPrintTop #OversizedFall...","https://www.tiktok.com/@MS4wLjABAAAAXhiLJGfuFXjsz8jJC7Xaebg4LFMP8HA-uFYWXldxI_udMGjoWd4xhdhbupkeG_5d/video/7680585828891888926","2026-09-01T23:16:04+08:00","15","150","0","0","0","0","0"
"ETCYY","etcyy.girl","denim collar layered top#Sweater #Pullover #Preppy #tiktokshopbacktos...","https://www.tiktok.com/@MS4wLjABAAAAED6sbt0gYEWU6akMi_DNMrZdwnMl5vHKWozKnOQrev5G2fpWaWyKhzy9WYwG3Yi2/video/7681240575852416270","2026-09-03T17:36:45+08:00","14","150","0","0","0","0","0"
"ETCYY-US","etcyytrend","#ContrastPanelSweater #RibbedKnitTop #LongSleeveWorkShirt #DesignerLa...","https://www.tiktok.com/@MS4wLjABAAAAprkcshaplh4GRVEjch2qyGQkMpJTwvj34syE0hr48OH6OQLpdV0X2lEQ0RGaSSJI/video/7680104120568630558","2026-08-31T22:37:00+08:00","15","149","0","0","0","0","0"
"ETCYY-US","etcyy.style","#WorkFromHomeBlouse #CozyWorkWear #WomensLongSleeveTop #BusinessCasua...","https://www.tiktok.com/@MS4wLjABAAAAQ3FFLKyG0bIqEGSl9sECwwUSBa9ardtZjxuurrr8cU1J7aq2bG_vJhHFQ5YOavmm/video/7680117459445107981","2026-08-31T17:28:00+08:00","15","148","0","0","0","0","0"
"ETCYY-US","etcyy_chic7","Comment “sale“，If you want a discount#blouse #ootd #tiktokshopmademeb...","https://www.tiktok.com/@MS4wLjABAAAAOZlo8VLhFzwQxaJz__FbmqrJNInlS5egBBy6-UlIZAlLyOJpocLBFn8VCUkjTHxW/video/7683066707195301134","2026-09-08T15:43:04+08:00","15","147","3","0","0","0","0.02040816326530612"
"ETCYY-US","etcyyus","cowgirl#shirts #cowgirl #ootd #DealsForYouDays","https://www.tiktok.com/@MS4wLjABAAAAyS0K7XiI6U2qU30yfAAxxzCeJhmkiy9nNrpamMAoKTZA6z_yoqAbUo4uI9Zh9AzN/video/7676756233226882335","2026-08-22T15:35:29+08:00","14","147","0","0","0","0","0"
"ETCYY-US","etcyylooks","#sohochic#ContrastPanelSweater #RibbedKnitTop #LongSleeveWorkShirt #D...","https://www.tiktok.com/@MS4wLjABAAAADN4bHzuz0PCRGRcv7_0WFFbcB8MFIjAUxm-kcIWbHF-MM0aJ3NDRBv8YjN8WLJ5D/video/7680457074618158349","2026-09-01T20:26:00+08:00","15","147","0","0","0","0","0"
"ETCYY-US","etcyy.vibes","#tiktok #tiktokshop #tood ","https://www.tiktok.com/@MS4wLjABAAAAXhiLJGfuFXjsz8jJC7Xaebg4LFMP8HA-uFYWXldxI_udMGjoWd4xhdhbupkeG_5d/video/7677499267291942175","2026-08-24T17:08:00+08:00","15","144","0","0","0","0","0"
"ETCYY-US","etcyy.mode","#tiktok #tiktokshop #ootd ","https://www.tiktok.com/@MS4wLjABAAAAAzWwlO1snm3knv0nLXURI_21KQG9TG5Rl0IsUoNTIiH1nJlP5ORdCNRtOnNp_FBF/video/7677976719369817358","2026-08-26T01:01:00+08:00","15","144","0","0","0","0","0"
"ETCYY-US","etcyylooks","#ootd #tiktokshop #denimtop #casualstyle","https://www.tiktok.com/@MS4wLjABAAAADN4bHzuz0PCRGRcv7_0WFFbcB8MFIjAUxm-kcIWbHF-MM0aJ3NDRBv8YjN8WLJ5D/video/7681982700802018574","2026-09-05T19:07:00+08:00","15","141","0","0","0","0","0"
"ETCYY-US","etcyy.vibes","#tiktok #tiktokshop #tood ","https://www.tiktok.com/@MS4wLjABAAAAXhiLJGfuFXjsz8jJC7Xaebg4LFMP8HA-uFYWXldxI_udMGjoWd4xhdhbupkeG_5d/video/7678230127657897246","2026-08-26T17:24:00+08:00","15","137","0","0","0","0","0"
"ETCYY-US","etcyy.shop","best mall find today#sweater #blouse #tiktokshopbacktoschool #fyp","https://www.tiktok.com/@MS4wLjABAAAAk77v-F906GlGTkZZ5pEuTXeDeihRllX-eae_barUoG6rv7_TlXAxE563gn3C1XXo/video/7681953141574733086","2026-09-05T15:42:24+08:00","10","135","0","0","0","0","0"
"ETCYY-US","etcyy.outfits","#ootd#UniqueDesignShirt #WomensFashionBlouse#NavyBlueLayeredBlouse","https://www.tiktok.com/@MS4wLjABAAAAoQFJPQPYC22qIvVGvvvRC0g_My8pz54doaZlHyyB-tRzCgol_WB2xUmnrUdaPRmI/video/7680093987943763231","2026-08-31T21:57:00+08:00","15","129","0","0","0","0","0"
"ETCYY-US","etcyy.vibes","#tiktok #tiktokshop #tood ","https://www.tiktok.com/@MS4wLjABAAAAXhiLJGfuFXjsz8jJC7Xaebg4LFMP8HA-uFYWXldxI_udMGjoWd4xhdhbupkeG_5d/video/7677499516290993438","2026-08-24T18:10:00+08:00","15","127","0","0","0","0","0"
"ETCYY-US","etcyy.daily","#LayeredLookShirt #WomensFashionTop #StripedPatchworkBlouse #OutfitIn...","https://www.tiktok.com/@MS4wLjABAAAAIn9Zn1XR3yoPHf7kI7b0dNMyczGiKiCXWt5uQC6k58sBwWdTeJeAX0uzcfrXFpcE/video/7680125580343282974","2026-08-31T19:59:00+08:00","15","127","0","0","0","0","0"
"ETCYY-US","etcyytrend","#sohochic#ContrastPanelSweater #RibbedKnitTop #LongSleeveWorkShirt #D...","https://www.tiktok.com/@MS4wLjABAAAAprkcshaplh4GRVEjch2qyGQkMpJTwvj34syE0hr48OH6OQLpdV0X2lEQ0RGaSSJI/video/7680456593762159886","2026-09-01T20:24:00+08:00","15","127","1","0","0","0","0.007874015748031496"
"ETCYY","etfashion.chic","Comment “sale“，If you want a discount#swimwear #sale #ootd #DealsForY...","https://www.tiktok.com/@MS4wLjABAAAAE5ssFIRGpZ7TixzpemcgiI6nSAJdZChEl0f0HlBe1H1O3ecaA6QWaEVDzfgLdcAn/video/7683453970655874318","2026-09-09T16:45:52+08:00","11","127","0","0","0","0","0"
"ETCYY-US","etcyy.outfits","#ootd#UniqueDesignShirt #WomensFashionBlouse#NavyBlueLayeredBlouse","https://www.tiktok.com/@MS4wLjABAAAAoQFJPQPYC22qIvVGvvvRC0g_My8pz54doaZlHyyB-tRzCgol_WB2xUmnrUdaPRmI/video/7680093961742060830","2026-08-31T20:56:00+08:00","15","125","0","0","0","0","0"
"ETCYY","etcyychic","two-tone crossover one-piece#swimwear #bikini #tiktokshopbacktoschool","https://www.tiktok.com/@MS4wLjABAAAA67cypz92QYqZmYg6fDgoLRPkXFvwonvRMfQTgbnU5iceQDLjyEX97uDleqIj141n/video/7680872149720223006","2026-09-02T17:47:04+08:00","9","125","1","0","0","1","0.008"
"ETCYY-US","etcyycloset","#sohochic#AutumnLeafCamoTop #WomensFallFashion #VintageCamoSweatshirt...","https://www.tiktok.com/@MS4wLjABAAAAaCwGq_3D-9xVRayIp3icS8N58NePtV5mre_jyDhWQjswQeXIrKxf3p1Wm-uUCb7V/video/7680572240672378125","2026-09-01T22:23:44+08:00","15","123","0","0","0","0","0"
"ETCYY-US","etcyy.style.us","#StripedLayeredBlouse #WomensKnitShirt #SmartCasualOutfit #NavyWorkT","https://www.tiktok.com/@MS4wLjABAAAAyvCdZacPbOoMqVoNHx1jnTFM61na9G5Hmne_0LuLgNtdyQEUZoM7QHng8OcMCeDe/video/7680130682923896094","2026-08-31T19:20:00+08:00","15","122","0","0","0","0","0"
"ETCYY-US","etcyylooks","#ContrastPanelSweater #RibbedKnitTop #LongSleeveWorkShirt #DesignerLa...","https://www.tiktok.com/@MS4wLjABAAAADN4bHzuz0PCRGRcv7_0WFFbcB8MFIjAUxm-kcIWbHF-MM0aJ3NDRBv8YjN8WLJ5D/video/7679036249276992781","2026-08-28T19:03:09+08:00","15","119","0","0","0","0","0"
"ETCYY-US","etcyy.style","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAQ3FFLKyG0bIqEGSl9sECwwUSBa9ardtZjxuurrr8cU1J7aq2bG_vJhHFQ5YOavmm/video/7681970674616831245","2026-09-05T16:51:04+08:00","15","117","0","0","0","0","0"
"ETCYY-US","etcyy.daily","#LayeredLookShirt #WomensFashionTop #StripedPatchworkBlouse #OutfitIn...","https://www.tiktok.com/@MS4wLjABAAAAIn9Zn1XR3yoPHf7kI7b0dNMyczGiKiCXWt5uQC6k58sBwWdTeJeAX0uzcfrXFpcE/video/7680125267712445727","2026-08-31T17:58:53+08:00","15","117","2","0","0","0","0.017094017094017096"
"ETCYY-US","etcyyfashion.us","TikTok video #7678223806753787150","https://www.tiktok.com/@MS4wLjABAAAAp926TyS2DAQENQPGFLeFUMmbKXdhwNitFIkicm5Aw5Ep27vC7G5qDsoD_An3R6JY/video/7678223806753787150","2026-08-26T14:30:06+08:00","11","117","2","0","0","0","0.017094017094017096"
"ETCYY","etcyychic","score this viral swimsuit during the biggest summer sale 🏷️#swimwear ...","https://www.tiktok.com/@MS4wLjABAAAA67cypz92QYqZmYg6fDgoLRPkXFvwonvRMfQTgbnU5iceQDLjyEX97uDleqIj141n/video/7679755406280772895","2026-08-30T17:34:13+08:00","6","117","0","0","0","0","0"
"ETCYY-US","etcyy.wear","#ootd#WomensOfficeBlouse #StripedKnitTop #WorkWearForWomen ","https://www.tiktok.com/@MS4wLjABAAAASYmu1XGMcfs93-fOI77Urb73o1YDOmpOcA7fNZSv0jajFPiuSKiyyFHWc3bWvP-g/video/7679025369030135054","2026-08-28T20:49:00+08:00","15","115","1","0","0","0","0.008695652173913044"
"ETCYY-US","etcyy.lookbook","#LayeredLookShirt #WomensFashionTop #StripedPatchworkBlouse #OutfitIn...","https://www.tiktok.com/@MS4wLjABAAAAB7ADPXI4N-HH1kKQPqRQpjW4QtjQqIyrM58InkyoFYDSQvaMkewMEw7yVlkLy41g/video/7680123457220267295","2026-08-31T17:52:17+08:00","15","115","0","0","0","0","0"
"ETCYY-US","etcyy.trends","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAxjZhhWuHncPj_vKg81t30P0KBSD0vIEjkmVaF2TqCud5QgyDrA1hvlysd3ksAMex/video/7681205241542413582","2026-09-03T23:50:00+08:00","15","113","0","0","0","0","0"
"ETCYY-US","etcyylooks","#ContrastPanelSweater #RibbedKnitTop #LongSleeveWorkShirt #DesignerLa...","https://www.tiktok.com/@MS4wLjABAAAADN4bHzuz0PCRGRcv7_0WFFbcB8MFIjAUxm-kcIWbHF-MM0aJ3NDRBv8YjN8WLJ5D/video/7679035959568125197","2026-08-28T20:31:00+08:00","15","111","1","0","0","0","0.009009009009009009"
"ETCYY-US","etcyy.vibes","#WomensQuarterSnapPullover #sohochic#MapleLeafPrintTop #OversizedFall...","https://www.tiktok.com/@MS4wLjABAAAAXhiLJGfuFXjsz8jJC7Xaebg4LFMP8HA-uFYWXldxI_udMGjoWd4xhdhbupkeG_5d/video/7680585280239209759","2026-09-01T23:55:00+08:00","15","109","2","0","0","0","0.01834862385321101"
"ETCYY-US","etcyy.trends","#TwoInOneSweaterShirt #WomensOfficeWear #TrendyLayeredTop #StripedKni...","https://www.tiktok.com/@MS4wLjABAAAAxjZhhWuHncPj_vKg81t30P0KBSD0vIEjkmVaF2TqCud5QgyDrA1hvlysd3ksAMex/video/7680128948264570126","2026-08-31T20:12:00+08:00","15","109","1","0","0","0","0.009174311926605505"
"ETCYY-US","etcyy.trends","#TwoInOneSweaterShirt #WomensOfficeWear #TrendyLayeredTop #StripedKni...","https://www.tiktok.com/@MS4wLjABAAAAxjZhhWuHncPj_vKg81t30P0KBSD0vIEjkmVaF2TqCud5QgyDrA1hvlysd3ksAMex/video/7680128546840333581","2026-08-31T19:12:00+08:00","15","109","0","0","0","0","0"
"ETCYY-US","etcyylooks","#ContrastPanelSweater #RibbedKnitTop #LongSleeveWorkShirt #DesignerLa...","https://www.tiktok.com/@MS4wLjABAAAADN4bHzuz0PCRGRcv7_0WFFbcB8MFIjAUxm-kcIWbHF-MM0aJ3NDRBv8YjN8WLJ5D/video/7679035957131119886","2026-08-28T21:31:00+08:00","15","109","0","0","0","0","0"
"ETCYY-US","etcyy.dressup","#ootd #tiktok #tiktokshop ","https://www.tiktok.com/@MS4wLjABAAAAslEi_1sYHkbThsHqrWa75z0z-JZSMtjOhC5Sm0sHW62rv4fEXEi-Zf6ZBJU-cw7E/video/7679037248985140511","2026-08-28T20:35:00+08:00","15","108","0","0","0","0","0"
"ETCYY-US","etcyy.glam","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAI95MRpE0J2k31jCljJSn-F0-knBxN1H-2B629ifUTuROBthPTMhoEBgJdtPsHfIL/video/7681584260838378782","2026-09-04T15:51:12+08:00","15","108","0","0","0","0","0"
"ETCYY-US","etcyy.glam","#WomensQuarterSnapPullover #sohochic#MapleLeafPrintTop #OversizedFall...","https://www.tiktok.com/@MS4wLjABAAAAI95MRpE0J2k31jCljJSn-F0-knBxN1H-2B629ifUTuROBthPTMhoEBgJdtPsHfIL/video/7680586978332560671","2026-09-02T00:02:00+08:00","15","107","0","0","0","0","0"
"ETCYY-US","etcyy.shop","puff sleeve ruffle blouse#shirts #ootd #DealsForYouDays #tiktokshopho...","https://www.tiktok.com/@MS4wLjABAAAAk77v-F906GlGTkZZ5pEuTXeDeihRllX-eae_barUoG6rv7_TlXAxE563gn3C1XXo/video/7681611810490813726","2026-09-04T17:37:59+08:00","15","106","1","0","1","0","0.018867924528301886"
"ETCYY-US","etcyy_chic7","best mall find today#Sweater #Pullover #Preppy #tiktokshopbacktoschoo...","https://www.tiktok.com/@MS4wLjABAAAAOZlo8VLhFzwQxaJz__FbmqrJNInlS5egBBy6-UlIZAlLyOJpocLBFn8VCUkjTHxW/video/7681211736359308557","2026-09-03T15:46:14+08:00","10","106","0","0","0","0","0"
"ETCYY-US","etcyy.style.us","TikTok video #7678223543645048094","https://www.tiktok.com/@MS4wLjABAAAAyvCdZacPbOoMqVoNHx1jnTFM61na9G5Hmne_0LuLgNtdyQEUZoM7QHng8OcMCeDe/video/7678223543645048094","2026-08-26T14:29:05+08:00","11","106","1","0","0","0","0.009433962264150943"
"ETCYY-US","etcyycloset","#sohochic#AutumnLeafCamoTop #WomensFallFashion #VintageCamoSweatshirt...","https://www.tiktok.com/@MS4wLjABAAAAaCwGq_3D-9xVRayIp3icS8N58NePtV5mre_jyDhWQjswQeXIrKxf3p1Wm-uUCb7V/video/7680572010753199373","2026-09-02T00:52:00+08:00","15","105","0","0","0","0","0"
"ETCYY-US","etcyyfashion.us","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAp926TyS2DAQENQPGFLeFUMmbKXdhwNitFIkicm5Aw5Ep27vC7G5qDsoD_An3R6JY/video/7681247614443998477","2026-09-03T18:03:59+08:00","15","104","0","0","0","0","0"
"ETCYY-US","etcyy.glam","#WomensQuarterSnapPullover #sohochic#MapleLeafPrintTop #OversizedFall...","https://www.tiktok.com/@MS4wLjABAAAAI95MRpE0J2k31jCljJSn-F0-knBxN1H-2B629ifUTuROBthPTMhoEBgJdtPsHfIL/video/7680588279347039519","2026-09-01T23:25:39+08:00","15","103","1","0","0","0","0.009708737864077669"
"ETCYY-US","etcyy.clothing","denim-sleeve waffle tee#shirts #ootd #tiktokshopbacktoschool #comfyou...","https://www.tiktok.com/@MS4wLjABAAAAyrl-2vBe_tJH8pTVAnpx0Og_G2XcHCcoICR6Y3ZzRf5A2poh7m03SlFMo4Wr48q9/video/7680870232776264973","2026-09-02T17:39:36+08:00","15","101","3","0","0","0","0.0297029702970297"
"ETCYY-US","etcyy.trends","#tiktok #tiktokshop #ootd ","https://www.tiktok.com/@MS4wLjABAAAAxjZhhWuHncPj_vKg81t30P0KBSD0vIEjkmVaF2TqCud5QgyDrA1hvlysd3ksAMex/video/7678234575616658702","2026-08-26T17:41:00+08:00","15","101","0","0","0","0","0"
"ETCYY-US","etcyy.daily","#sohochic#StandCollarHalfSnapSweatshirt #MapleCamouflagePullover #Wom...","https://www.tiktok.com/@MS4wLjABAAAAIn9Zn1XR3yoPHf7kI7b0dNMyczGiKiCXWt5uQC6k58sBwWdTeJeAX0uzcfrXFpcE/video/7680588857951194398","2026-09-02T00:57:00+08:00","15","99","0","0","0","0","0"
"ETCYY","etcyy.girl","Autumn ootd #fall #outfit #ootd #fyp","https://www.tiktok.com/@MS4wLjABAAAAED6sbt0gYEWU6akMi_DNMrZdwnMl5vHKWozKnOQrev5G2fpWaWyKhzy9WYwG3Yi2/video/7683409406746168589","2026-09-09T14:25:00+08:00","38","99","0","0","0","0","0"
"ETCYY","etcyychic","on sale ☀️🐚#swimwear #SwimsuitKiller #onepieceswimsuit #monokini #oot...","https://www.tiktok.com/@MS4wLjABAAAA67cypz92QYqZmYg6fDgoLRPkXFvwonvRMfQTgbnU5iceQDLjyEX97uDleqIj141n/video/7682370126682852638","2026-09-06T18:41:13+08:00","12","99","0","0","0","0","0"
"ETCYY-US","etcyywears","TikTok video #7678223299096235295","https://www.tiktok.com/@MS4wLjABAAAAZ79LMZFS-icRZjdE7C2BragqlZXfRKdeJ1H08NhO17EzAka-g_0oBEmtg9Z4nERS/video/7678223299096235295","2026-08-26T14:28:07+08:00","11","97","0","0","0","0","0"
"ETCYY-US","etcyy.lookbook","#sohochic#StandCollarHalfSnapSweatshirt #MapleCamouflagePullover #Wom...","https://www.tiktok.com/@MS4wLjABAAAAB7ADPXI4N-HH1kKQPqRQpjW4QtjQqIyrM58InkyoFYDSQvaMkewMEw7yVlkLy41g/video/7680589929902017823","2026-09-02T01:01:00+08:00","15","96","1","0","0","0","0.010416666666666666"
"ETCYY-US","etcyylooks","#ContrastPanelSweater #RibbedKnitTop #LongSleeveWorkShirt #DesignerLa...","https://www.tiktok.com/@MS4wLjABAAAADN4bHzuz0PCRGRcv7_0WFFbcB8MFIjAUxm-kcIWbHF-MM0aJ3NDRBv8YjN8WLJ5D/video/7679398041438227726","2026-08-29T19:57:00+08:00","15","96","2","0","0","0","0.020833333333333332"
"ETCYY-US","etcyy.trends","#sohochic#FallVibesSweatshirt #WomensCozyTop #SeasonalFashionSweatshi...","https://www.tiktok.com/@MS4wLjABAAAAxjZhhWuHncPj_vKg81t30P0KBSD0vIEjkmVaF2TqCud5QgyDrA1hvlysd3ksAMex/video/7680554094838189326","2026-09-01T21:13:17+08:00","15","95","0","0","0","0","0"
"ETCYY-US","etcyyfashion.us","#sohochic#AutumnLeafCamoTop #WomensFallFashion #VintageCamoSweatshirt...","https://www.tiktok.com/@MS4wLjABAAAAp926TyS2DAQENQPGFLeFUMmbKXdhwNitFIkicm5Aw5Ep27vC7G5qDsoD_An3R6JY/video/7680571074504936717","2026-09-02T00:47:00+08:00","15","95","1","0","0","0","0.010526315789473684"
"ETCYY-US","etcyy.trends","#tiktok #tiktokshop #ootd #woman ","https://www.tiktok.com/@MS4wLjABAAAAxjZhhWuHncPj_vKg81t30P0KBSD0vIEjkmVaF2TqCud5QgyDrA1hvlysd3ksAMex/video/7677500187551534349","2026-08-24T17:12:00+08:00","15","92","0","0","0","0","0"
"ETCYY-US","etcyy.trends","#tiktok #tiktokshop #ootd ","https://www.tiktok.com/@MS4wLjABAAAAxjZhhWuHncPj_vKg81t30P0KBSD0vIEjkmVaF2TqCud5QgyDrA1hvlysd3ksAMex/video/7677973390208027918","2026-08-25T22:18:44+08:00","15","91","0","0","0","0","0"
"ETCYY-US","etcyy.dressup","#ootd#UniqueDesignShirt #WomensFashionBlouse#NavyBlueLayeredBlouse","https://www.tiktok.com/@MS4wLjABAAAAslEi_1sYHkbThsHqrWa75z0z-JZSMtjOhC5Sm0sHW62rv4fEXEi-Zf6ZBJU-cw7E/video/7680094720495717662","2026-08-31T22:00:00+08:00","15","90","0","0","0","1","0"
"ETCYY-US","etcyy.trends","#TwoInOneSweaterShirt #WomensOfficeWear #TrendyLayeredTop #StripedKni...","https://www.tiktok.com/@MS4wLjABAAAAxjZhhWuHncPj_vKg81t30P0KBSD0vIEjkmVaF2TqCud5QgyDrA1hvlysd3ksAMex/video/7679395292617116941","2026-08-29T20:46:00+08:00","15","89","0","0","0","0","0"
"ETCYY-US","etcyy.wear","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAASYmu1XGMcfs93-fOI77Urb73o1YDOmpOcA7fNZSv0jajFPiuSKiyyFHWc3bWvP-g/video/7680863478696938765","2026-09-02T18:43:00+08:00","15","87","0","0","0","0","0"
"ETCYY","user5835336672755","#bikini #swimsuit #tankini #fyp ","https://www.tiktok.com/@MS4wLjABAAAAXuF2pGCa0ER5WqwZ1KB7GyADFtjtVr9dtL17wpZoSSxGlvXHRWZUSuik1Cxyd9WD/video/7682453496603446541","2026-09-07T02:33:00+08:00","15","87","1","0","0","0","0.011494252873563218"
"ETCYY-US","etcyycloset","#ootd #tiktokshop #womensfashion #summeroutfit","https://www.tiktok.com/@MS4wLjABAAAAaCwGq_3D-9xVRayIp3icS8N58NePtV5mre_jyDhWQjswQeXIrKxf3p1Wm-uUCb7V/video/7681614884701768973","2026-09-04T19:19:00+08:00","15","86","0","0","0","0","0"
"ETCYY-US","etcyy_chic7","on sale #dress #vneck #zipper #sleeveless #elegant #ootd #tiktokshoph...","https://www.tiktok.com/@MS4wLjABAAAAOZlo8VLhFzwQxaJz__FbmqrJNInlS5egBBy6-UlIZAlLyOJpocLBFn8VCUkjTHxW/video/7681954653122202894","2026-09-05T15:48:31+08:00","13","85","0","0","0","0","0"
"ETCYY-US","etcyy.lookbook","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAB7ADPXI4N-HH1kKQPqRQpjW4QtjQqIyrM58InkyoFYDSQvaMkewMEw7yVlkLy41g/video/7680865573575691551","2026-09-02T19:51:00+08:00","15","85","0","0","0","0","0"
